skuagr_2,descriprod_agrp2,lineaproducto,grupo_producto,sub_grupo_1,sub_grupo_2,cobertura_contrato,perfil_terapeutico,atc,base_pbs,grupo_riesgo
99138366G5,DEXMEDETOMIDINA 100 MCG  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,VENTAS IPS,Z-NOAGRUPADO,N05CM18,VENTAS IPS,199
992101075G5,AMLODIPINO 10 MG + INDAPAMIDA 2.5 MG + PERINDOPRIL 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C09BX01,INCLUSION 2022,101
99293875G5,AMLODIPINO 5 MG + INDAPAMIDA 1.25 MG + PERINDOPRIL 5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C09BB04,INCLUSION 2022,101
99393975G5,ACETAMINOFEN 250 MG + CAFEINA 65 MG + IBUPROFENO 400 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,N02BE51,INCLUSION 2022,199
99494075G5,ACETAMINOFEN 325 MG + METOCARBAMOL 400 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,N02BE51,PBS 2021,199
99545975G5,LIMECICLINA 150 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01AA04,INCLUSION 2022,199
99561575G5,LIMECICLINA 300 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01AA04,INCLUSION 2022,199
99694175G5,ACETAMINOFEN 250 MG + NAPROXENO 220 MG + CAFEINA 65 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,N02BE71,INCLUSION 2022,199
99894345G5,ADAPALENO (0.1%) 0.1 GR + CLINDAMICINA (1%) 1 GR (/100 GR)  GEL TOPICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,DERMATOLOGICOS,D10AD03,INCLUSION 2022,199
99994445G5,ADAPALENO (0.1%) 0.1 GR + BENZOILO (2.5%) 2.5 GR (/100 GR)  GEL TOPICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,DERMATOLOGICOS,D10AD53,INCLUSION 2022,199
12879275G7,ACIDO TIOCTICO 600 MG  TABLETA   (ALFA LIPOICO) THIOCTACID,COMERCIALES 2,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,DIABETES,A10XA99,INCLUSION 2022,101
1073101437G5,DIOXIDO DE TITANIO 8 GR + OXIDO DE ZINC 18.5 G + VITAMINA A 0.15 GR (/100 GR)  CREMA TOPICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,DERMATOLOGICOS,D02AB99,INCLUSION 2022,199
16670572G5,AMOROLFINA 5 GR/100ML  SOLUCION TOPICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIMICOTICOS,D01AE16,INCLUSION 2022,199
107453475G5,PRAVASTATINA 20 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C10AA03,PBS 2021,101
61043675G7,LEVOTIROXINA 125 MG  TABLETA   SYNTHROID,COMERCIALES 2,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,TERAPIA TIROIDEA,H03AA01,PBS 2021,199
61084275G7,LEVOTIROXINA 88 MCG  TABLETA   SYNTHROID,COMERCIALES 2,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,TERAPIA TIROIDEA,H03AA01,PBS 2021,199
81137785G5,RANIBIZUMAB 10 MG/ML  SOLUCION INTRAVITREA,GENERICOS,ALTO COSTO,MX_AP_ESP,APLICA_FOCA,P B S,OFTALMICOS,S01LA04,INCLUSION 2022,199
107536775G5,RUPATADINA 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,R06AX28,INCLUSION 2022,199
34734068G5,DEXAMETASONA 1 MG + NEOMICINA 3.5 MG + POLIMIXINA 1 MG (/100GR) SOLUCION OFTALMICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01CA01,PBS 2021,199
78854169G5,PREGABALINA 20 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX16,MIXTO,102
86370875G7,TADALAFILO 5 MG  TABLETA   CIALIS,COMERCIALES 2,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,UROLOGIA,G04BE08,INCLUSION 2022,199
1076101567G5,AZELASTINA 137 MCG + FLUTICASONA 50 MCG  SOLUCION NASAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA RESPIRATORIA,P B S,SISTEMA RESPIRATORO,R01AX30,INCLUSION 2022,199
65543774G5,METRONIDAZOL 125 MG/5ML  SUSPENSION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,P01AB01,PBS 2021,199
84074175G6,SERTRALINA 50 MG  TABLETA   ZOLOF,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06AB06,PBS 2021,103
21843675G5,BOSENTAN 125 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,CARDIOVASCULAR,C02KX01,PBS 2021,101
44278875G5,ETORICOXIB 60 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,REUMATOLOGIA,M01AH05,INCLUSION 2022,199
107740168G5,FENILEFRINA 100 MG/ML  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,OFTALMICOS,S01FB01,INCLUSION 2022,199
515101668G5,HIALURONATO SODIO (0.15%) 0.15 MG/ML  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01KA01,INCLUSION 2022,199
1078101768G5,POLIETILENGLICOL (0.4%) 4 MG + PROPILENGLICOL (0.3%) 3 MG + HIALURONATO DE SODIO (0.15%) 1.5 MG (/ML) SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01XA20,PBS 2021,199
1079101875G5,ESOMEPRAZOL 20 MG + NAPROXENO 500 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,M01AE52,INCLUSION 2022,199
100358559G5,CEFUROXIMA 250 MG/5ML  POLVO PARA RECONSTITUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01DC02,PBS 2021,199
108068375G5,DEXIBUPROFENO 400 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,M01AE14,PBS 2021,199
1081102075G5,DICLOFENACO 50 MG + CODEINA 50 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,MEDICINA DEL DOLOR,M01AB55,INCLUSION 2022,199
724101968G5,OLOPATADINA (0.6%) 6 MG/ML  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,R01AC08,INCLUSION 2022,199
108297275G5,ENGYSTOL    TABLETA,GENERICOS,ALTO COSTO,HOMEOP TICOS,TERAPIA ORAL,NO PBS,HOMEOPATICOS,HOM,NO PBS,199
51525466G5,HIALURONATO SODIO (1%) 10 MG/ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,REUMATOLOGIA,S01KA01,INCLUSION 2022,199
103454875G5,MOLNUPIRAVIR 200 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,ANTIINFECCIOSOS,J07BX03,NO PBS,199
69845975G5,NINTEDANIB 150 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,L01EX09,NO PBS,199
108497269G5,PROFERAL  FORTE    SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,HOMEOPATICOS,0,NO PBS,199
108588057G6,SIMILAC PROSENSITIVE   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
108697239G5,STERITALC F4    (DM),GENERICOS,PRIMER NIVEL,HOSPITALARIO,DISPOSITIVOS,NO PBS,MATERIALES,DM,NO PBS,199
854102169G5,SULFADIAZINA 210 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PREP. MAGISTRALES,P01BD06,INCLUSION 2022,199
1087102469G5,ACETAMINOFEN 100 MG + HIOSCINA BUTIL BROMURO 2 MG (/ML)  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,MEDICAMENTOS,P B S,MEDICINA DEL DOLOR,N02BE51,INCLUSION 2022,199
994102275G5,ACETAMINOFEN 350 MG + METOCARBAMOL 500 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,M03BA53,PBS 2021,199
100956875G5,CLORTALIDONA 25 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C03BA04,PBS 2021,101
108966575G5,DROSPIRENONA 4 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTICONCEPTIVOS,G03AC10,INCLUSION 2022,104
517102375G5,HIDROCLOROTIAZIDA 25 MG + TELMISARTAN 40 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C09DA08,INCLUSION 2022,101
1090102675G5,EZETIMIBA 10 MG + ATORVASTATINA 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C10BA05,INCLUSION 2022,199
565102866G5,INSULINA SEMAGLUTIDA 1.34  MG/ML  (1 MG/DOSIS)  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_AUTOAPLICABLES,P B S,DIABETES,A10BJ06,PBS 2021,199
565102966G5,INSULINA SEMAGLUTIDA 1.34  MG/ML  (0.25-0.5 MG/DOSIS)  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_AUTOAPLICABLES,P B S,DIABETES,A10BJ06,PBS 2021,101
850102766G5,SOMATROPINA 5 MG/1.5 ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_AUTOAPLICABLES,P B S,HORMONAS CRECIMIENTO,H01AC01,MIXTO,199
28356835G5,CICLOSPORINA 25 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,L04AD01,PBS 2021,199
228103047G5,BROMURO DE IPRATROPIO 0.25 MG + FENOTEROL BROMHIDRATO 0.50 MG  INHALADOR BUCAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA RESPIRATORIA,P B S,SISTEMA RESPIRATORO,R03AK03,INCLUSION 2022,199
1091103175G5,NORETISTERONA 2 MG + ETINILESTRADIOL 0.01 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTICONCEPTIVOS,G03FA01,INCLUSION 2022,104
106971875G5,PERINDOPRIL 5 MG + AMLODIPINO 5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C09BB04,INCLUSION 2022,101
168103274G5,AMOXICILINA 600 MG + ACIDO CLAVULANICO 42.9 MG  SUSPENSION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,J01CR02,PBS 2021,199
61041975G7,LEVOTIROXINA 112 MCG  TABLETA   SYNTHROID,COMERCIALES 2,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,TERAPIA TIROIDEA,H03AA01,PBS 2021,199
109369534G5,BARRERA DE COLOSTOMIA CONVEXA 44 MM  (DMC),GENERICOS,ALTO COSTO,DISPOSITIVOS,KIT COLOSTOMIA,P B S,KIT COLOSTOMIA,DMCOL,PBS 2021,199
43136775G5,ESOMEPRAZOL 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A02BC05,PBS 2021,199
29622264G5,CLOBETASOL (0.05%) 0.05 GR/100 GR  SOLUCION CAPILAR,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,DERMATOLOGICOS,D07AD01,INCLUSION 2022,199
109480169G6,LACTULOSA (SOBRES) 66.7 GR/100ML  SOLUCION ORAL   SOBRE X 15 ML,COMERCIALES 1,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A06AD11,MIXTO,199
109580169G5,LACTULOSA (FRASCO) 66.7 GR/100ML  SOLUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A06AD11,MIXTO,199
90174175G5,TRAMADOL 50 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,N02AX02,PBS 2021,199
37287675G5,DIOSMINA 900 MG + HESPERIDINA 100 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C05CA53,INCLUSION 2022,199
109377734G5,BARRERA DE COLOSTOMIA CONVEXA 57 MM  (DMC),GENERICOS,ALTO COSTO,DISPOSITIVOS,KIT COLOSTOMIA,P B S,KIT COLOSTOMIA,DMCOL,PBS 2021,199
94465875G5,VENLAFAXINA 37.5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06AX16,PBS 2021,103
109697252G5,BOLSA DRENABLE PEDIATRICA    (MATERIALES),GENERICOS,ALTO COSTO,DISPOSITIVOS,DISPOSITIVOS,P B S,MATERIALES,DM,PBS 2021,199
69360975G5,NIFEDIPINO RETARD 30 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C08CA05,PBS 2021,101
29426838G5,CLINDAMICINA (2%) 2 GR/100 GR  CREMA VAGINAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIINFECCIOSOS,G01AA10,PBS 2021,199
1097103375G5,CLORTALIDONA 12.5 MG + VALSARTAN 80 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C09DA03,PBS 2021,101
1112104566G5,ANTIGENO DEL VIRUS DE HEPATITIS B 20 MCG/1 ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA INYECTABLE,NO PBS,Z-NOAGRUPADO,J07BC01,NO PBS,199
1099103757G6,BTRUST PROTEINA PLUS   POLVO ORAL   SOBRE X 45 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
234104163G5,BUPRENORFINA (70 MCG/H) 40 MG  SISTEMA TRANSDERMICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,PSIQUIATRIA,N02AE01,INCLUSION 2024,199
24738835G5,CANNABIDIOL 100 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,NEUROLOGIA,N03AX24,NO PBS,199
24754835G5,CANNABIDIOL 200 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,NEUROLOGIA,N03AX24,NO PBS,199
1106104256G5,CALCIO 600 MG + VITAMINA D3 400 UI + MAGNESIO 40 MG  POLVO GRANULADO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,SUPLEMENTOS Y VITAMINAS,A12AA20,NO PBS,199
111097251G6,CETAPHIL ULTRA HUMECTANTE   LOCION TOPICA   ,COMERCIALES 1,ALTO COSTO,COSMETICOS,0,NO PBS,Z-NOAGRUPADO,COSM,NO PBS,199
110091769G6,ENSURE TWOCAL    SOLUCION ORAL   FRASCO X 200 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1107104375G5,FOSFATO DIBASICO 852 MG + FOSFATO MONOPOTASICO 155 MG + FOSFATO MONOSODICO 130 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,B05XA06,NO PBS,199
97192169G6,INFATRINI   SOLUCION ORAL   FRASCO X 125 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
110291769G6,KETOCAL 2.5.1   SOLUCION ORAL   FRASCO X 200 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
110390857G6,LEUSYN PRO    POLVO ORAL   LATA X 275 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1108104466G5,OFATUMUMAB 20 MG/0.4 ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA INYECTABLE,NO PBS,Z-NOAGRUPADO,L01XC10,NO PBS,199
110997237G5,OXIDO DE ZINC  + LANOLINA  + CALENDULA  + DIOXIDO DE TITANIUM   CREMA TOPICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,NO PBS,DERMATOLOGICOS,D02AB99,NO PBS,199
1104103969G6,PROSOURCE NO CARB   SOLUCION ORAL   FRASCO X 887 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1105104057G6,PROSURE   POLVO ORAL   LATA X 380 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1101103857G6,WIPRO 90   POLVO ORAL   SOBRE X 11.25 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1098103657G6,PROWHEY BARIATRIC  LATA X 360 GR  POLVO ORAL   LATA X 360 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
801103557G6,PROWHEY PLUS   POLVO ORAL   LATA X 320 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1019103557G6,PROWHEY   POLVO ORAL   LATA X 320 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1019103457G6,PROWHEY   POLVO ORAL   SOBRE X 32 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
82033875G5,RIOCIGUAT 1 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,CARDIOVASCULAR,C02KX05,INCLUSION 2022,199
82035675G5,RIOCIGUAT 1.5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,CARDIOVASCULAR,C02KX05,INCLUSION 2022,199
82049775G5,RIOCIGUAT 2 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,CARDIOVASCULAR,C02KX05,INCLUSION 2022,199
111197235G5,VITAMINAS ASOCIADAS Y MINERALES   CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,MICRONUTRIENTES,A11AA01,NO PBS,199
16123069G5,AMLODIPINO (0.1%) 1 MG/ML  SOLUCION ORAL,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C08CA01,PBS 2021,101
1126105675G5,ACIDO CITRICO 334 MG + CITRATO POTASIO 1100 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,SISTEMA RESPIRATORO,0,NO PBS,199
985104833G5,AQUACEL AG FOAM 20 CM X 20 CM  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,APOSITOS,VENTAS IPS,MATERIALES,DM,VENTAS IPS,199
1127105775G5,ACIDO FOLICO 1 MG + HIERRO 100 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,MICRONUTRIENTES,B03AE02,NO PBS,199
22456875G5,BRIVARACETAM 25 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX23,INCLUSION 2024,199
26388057G6,CASEINATO DE CALCIO   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
1128105837G5,ACIDO FUSIDICO 2 GR + BETAMETASONA 0.1 GR  CREMA TOPICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,NO PBS,ANTIINFECCIOSOS,D07CC01,NO PBS,199
30593666G5,CLORURO DE POTASIO MEQ (14.9%) 20 MEQ/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,SOLUCIONES,P B S,MATERIALES,B05XA01,PBS 2021,199
1017105969G5,ACIDO NALIDIXICO 250MG/5ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,SISTEMA DIGESTIVO,C02KX04,NO PBS,199
31897239G5,CONDONES LUBRICADOS   (DM),GENERICOS,PRIMER NIVEL,HOSPITALARIO,INSUMOS,P B S,MATERIALES,DM,PBS 2021,199
991104966G5,DEXMEDETOMIDINA 2000 MCG  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA INYECTABLE,VENTAS IPS,Z-NOAGRUPADO,N05CM18,VENTAS IPS,199
35336766G5,DIAZEPAM 10 MG  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,PSIQUIATRIA,N05BA01,PBS 2021,103
37658376G6,DIVALPROATO DE SODIO 250 MG  TABLETA LIBERACION PROLONGADA   VALCOTE,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AG01,PBS 2021,102
37675876G6,DIVALPROATO DE SODIO 500 MG  TABLETA LIBERACION PROLONGADA   VALCOTE,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AG01,PBS 2021,102
39192933G5,DUODERM CGF 10 CM X 10 CM  (APOSITOS),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,APOSITOS,VENTAS IPS,Z-NOAGRUPADO,MAT,VENTAS IPS,199
40188057G6,ENFAMIL PREMIUM AR   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
432100552G5,ESPARADRAPO 4 X 10 Y  (MATERIALES),GENERICOS,PRIMER NIVEL,HOSPITALARIO,INSUMOS,P B S,MATERIALES,MAT,PBS 2021,199
432105552G5,ESPARADRAPO 3 X 10 Y  (MATERIALES),GENERICOS,PRIMER NIVEL,HOSPITALARIO,INSUMOS,P B S,MATERIALES,MAT,PBS 2021,199
437107454G5,ESTRIOL 3.5 MG  OVULO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,GINECOLOGIA,G03CA04,INCLUSION 2022,199
46455835G5,FLUOXETINA 20MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06AB03,PBS 2021,103
50393666G5,GLUCONATO DE POTASIO 20 MEQ/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SUPLEMENTOS Y VITAMINAS,A12BA05,PBS 2021,199
57238875G5,ISONIAZIDA 100 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIBIOTICOS,J04AC01,PBS 2021,199
1119106039G5,AGUJA HIPODERMICA 18G  (DM),GENERICOS,PRIMER NIVEL,DISPOSITIVOS,HOSPITALARIO,VENTAS IPS,MATERIALES,DM,VENTAS IPS,199
59636735G5,LENALIDOMIDA 10 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ONCOLOGIA,L04AX04,INCLUSION 2022,199
112045935G5,ALECTINIB 150 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_AP_ESP,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,L01XE36,NO PBS,199
63474158G6,MELFALAN 50 MG  POLVO PARA RECONSTIT INYECTABLE   ALKERAN,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ONCOLOGIA,L01AA03,PBS 2021,199
64972466G5,METOPROLOL 5 MG/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,0,PBS 2021,199
65236766G5,METOXALENO 10 MG  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,DERMATOLOGICOS,D05BA02,PBS 2021,199
660105166G5,MIDAZOLAM 15 MG/3 ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MXCE,MCE_FV,P B S,PSIQUIATRIA,N05CD08,PBS 2021,103
111788057G6,NAN HA 1   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
